palavra correta;palavra digitada;px;p1;p2;p3;p4;p1_lx;p1_l1;p1_l2;p1_l3;p1_l4
actually;alashed;3623;64446;22151;5628;2114;lashed;ashlared;lashed;lashed;lashed
actually;alshel;3755;41408;12257;4127;1739;sheals;hellas;sheals;shelf;shelf
actually;asiley;4087;70101;39635;3584;1692;sile;easily;sile;sile;sile
actually;atally;2501;5;231;143;163;fatally;fatally;fatally;fatally;fatally
actually;atchually;1;1;12;6;6;actually;actually;catchall;dually;dually
actually;atcsualy;12;5;32;239;1680;casualty;casualty;usually;usual;usual
actually;aterly;4387;12555;27589;14040;2286;later;elytra;latterly;utterly;utterly
actually;attually;1;2;1;1;1;actually;tactually;actually;actually;actually
actually;attualy;2057;19;1;18;18;actual;tautly;actually;actual;actual
actually;atully;2357;2;32;631;1847;bully;tally;bully;catullus;catullus
actually;atwgel;2636;34892;36827;1890;1600;atweel;talweg;atweel;gel;a
actually;auctully;2;3;1;18;1870;structurally;culturally;actually;bully;bully
actually;axally;2024;80;69;62;62;axially;axially;ally;ally;ally
actually;axeshowle;1737;158603;55410;3099;1834;behowled;halesowen;thowless;howled;howled
actually;axsherly;1911;86313;17021;5523;1968;fatherly;hyraxes;sheerly;sheerly;fatherly
actually;cofelet;2564;53984;44232;4175;1736;coffee;deflector;corselet;relet;relet
actually;ecturenely;2974;15303;812;1980;2418;lectured;recently;lecture;lecture;lecture
actually;excually;2;52;12;5;5;sexually;calycule;sexually;dually;dually
adaptability;adaptibility;1;1;1;1;8;adaptability;adaptability;adaptability;adaptability;deceptibility
adaptable;adabtable;2;2;1;7;72;tradable;abatable;adaptable;fadable;doubtable
adaptation;adeptation;8;4;3;10;10;reptation;patinated;reptation;reptation;reptation
add;ade;145;406;150;2521;1692;aden;dae;aden;aden;a
addition;additon;2586;1;1;3;3;ditone;addition;addition;ditone;ditone
addition;addittion;1;1;1;1;1;addition;addition;addition;addition;addition
addition;addtion;2475;1;1;1;60;addio;addition;addition;addition;action
additional;addional;1;4;1;1;3;additional;dianodal;additional;additional;addio
additional;additonal;1;1;1;1;3;additional;additional;additional;additional;bitonal
address;adress;1;2;1;5;5;address;esdras;address;dress;dress
addressable;addresable;1;1;1;1;1;addressable;addressable;addressable;addressable;addressable
addressed;adressed;1;1;1;2;2;addressed;addressed;addressed;dressed;dressed
addresses;adresses;1;1;1;2;2;addresses;addresses;addresses;dresses;dresses
adequate;accoquict;1895;16268;11530;3766;1986;coquilla;acoustic;coquina;coquina;coquina
adequate;actiquate;15;449;51;18;14;antiquate;acquittance;antiquate;antiquate;antiquate
adequate;adaquat;1970;4;6;33;33;quadrat;quadrat;aqua;aquatic;aquatic
adequate;adaquate;1;2;1;6;6;adequate;acaudate;adequate;equate;equate
adequate;adaquet;2204;1;577;3121;1964;banquet;adequate;detraque;haqueton;haqueton
adequate;adaquit;2144;16;699;3499;1936;quit;quadratic;quit;quit;aquitaine
adequate;adccuet;2188;945;5280;2195;1812;cadet;accounted;cue;cue;a
adequate;addaquant;58;47;216;1092;1984;aquanaut;quadrantal;quadrant;quant;quant
adequate;addeqcouate;1;5;1;1;53;adequate;decaudate;adequate;adequate;added
adequate;addequake;1;1;3;8;7;adequate;adequate;quadded;quake;quake
adequate;addequite;26;17;2;127;120;requited;deciduate;requite;requite;requite
adequate;adderquate;4;2;1;24;21;torquated;quadrated;adequate;torquate;torquate
adequate;addict;2516;28627;7872;3403;2019;addict;addict;addict;addict;addict
adequate;addiequiet;183;47;235;1024;2214;disquiet;disquieted;disquiet;addie;addie
adequate;addifite;2200;16891;1739;5351;1972;additive;pedatifid;luddite;wyclifite;wyclifite
adequate;addiquate;6;12;2;11;11;liquated;quadrated;liquate;liquate;liquate
adequate;addiquit;1978;698;1183;3774;2033;antiquity;quiddit;quiddit;iquitos;iquitos
adequate;addiqute;1939;108;71;3130;1884;squaddie;audited;addicted;addie;addie
adequate;addquit;2064;190;669;3427;1907;quiddit;audited;quiddit;quit;quit
adequate;adecquect;25;12;49;791;1856;racqueted;racqueted;grecque;grecque;grecque
adequate;adegate;2736;27;19;99;2181;legate;galeated;delegate;legate;legate
adequate;adeqake;2087;1;4;2;2;nakeder;adequate;ake;adequacy;adequacy
adequate;adequait;1;7;2;2;2;adequate;acquainted;adequacy;adequacy;adequacy
adequate;adequante;1;2;1;4;4;adequate;inadequate;adequate;equant;equant
adequate;adequeat;2;1;1;8;10;bequeath;adequate;adequate;bequeath;bequeath
adequate;adequet;2406;2;2;2;2;cadet;equated;adequacy;adequacy;adequacy
adequate;adequete;1;5;1;2;2;adequate;detraquee;adequate;adequacy;adequacy
adequate;adequette;22;12;1;27;27;maquette;detraquee;adequate;coquette;coquette
adequate;adequit;2541;49;6;6;5;equity;acquited;equity;equity;equity
adequate;adequite;7;6;3;18;20;requited;equated;requite;requite;requite
adequate;adicivat;2359;14502;1937;5598;2136;vaticide;viatica;divaricate;radicivorous;radicivorous
adequate;adicquate;1;36;1;5;5;adequate;acquainted;adequate;equate;equate
adequate;adictract;2749;30713;19572;8477;2671;tractrix;accreditate;contradict;tractrix;tract
adequate;adigute;3042;1798;905;3686;1824;adige;fatigued;adige;adige;adige
adequate;adiquate;6;7;2;11;11;liquated;acquainted;liquate;liquate;liquate
adequate;adiqueate;141;3;8;1579;2213;illaqueate;adequative;illaqueate;illaqueate;illaqueate
adequate;adiquit;2123;301;952;4140;1961;quiddit;liquidate;liquidity;iquitos;iquitos
adequate;adiquite;2383;137;169;5883;1990;acquited;liquidate;quite;quite;quite
adequate;adiqut;2348;172;292;2883;1812;adit;audit;adit;adit;a
adequate;adoqate;2360;2;24;814;1814;adnate;torquemada;zapateado;madoqua;madoqua
adequate;adquante;143;7;22;1307;2233;quarante;quanted;quanted;quanted;quanted
adequate;adquate;2421;1;1;6;5;equate;adequate;adequate;equate;equate
adequate;adquated;4;2;3;9;9;liquated;quadrated;quadrated;equated;equated
adequate;adquit;2270;172;476;3150;1910;quit;audit;quit;quit;quit
adequate;adquites;2728;407;224;7187;2254;acquites;quantised;quites;quites;quites
adequate;aduquote;1881;42;42;2774;1862;unquoted;aqueduct;quote;quote;quote
adequate;arguait;2583;15329;9999;2760;1871;guar;gujarati;guar;arguable;arguable
adequate;atiquit;2117;5243;1985;11408;1996;quit;antiquity;antiquity;antiquity;antiquity
adequate;attaquit;1979;606;2216;4310;2039;acquittal;aquatint;quittal;quittal;aquitaine
adequate;attiquict;1995;15175;3856;4990;2116;antiquity;acquitting;attic;antiquing;antiquing
adequate;atuqut;2070;599;217;2339;1814;tuque;quat;tuque;tuque;tuque
adequate;edequait;1;6;7;2;2;adequate;equated;equaled;adequacy;adequacy
adequate;ediquate;5;6;22;11;11;liquated;equated;liquated;liquate;liquate
adequate;ediquet;2608;38;12522;3784;2036;liquet;quieted;piqueted;liquet;liquet
adequate;ediquit;2400;507;12938;4208;1961;quited;disquiet;quited;iquitos;iquitos
adequate;ediquitt;2199;1527;14346;4857;1965;quitters;quitted;quitted;iquitos;iquitos
adequate;ediqutte;2224;93;2570;4700;1996;buttered;quieted;butted;butte;butte
adequate;etiquette;2100;1327;2514;6163;2539;etiquette;etiquette;etiquette;etiquette;etiquette
adequate;etiquit;2245;5826;13067;4649;1996;quit;quietist;antiquity;antiquity;antiquity
adequately;adaquately;1;1;1;1;1;adequately;adequately;adequately;adequately;adequately
adequately;adequattly;2;1;1;2;2;adequate;adequately;adequately;adequate;adequate
adheres;adhere;4;6;4;4;4;adhere;adhere;adhere;adhere;adhere
adjacent;adjacnt;2173;1;1;1;1;jacent;adjacent;adjacent;adjacent;adjacent
adjacent;ajacent;2511;1;2;2;2;jacent;adjacent;jacent;jacent;jacent
adjourned;achered;4415;26356;41139;9997;3434;reached;ardeche;cheered;chere;chere
adjourned;acjjoriened;122;771;587;2272;2391;oriented;deaconries;oriented;orient;orient
adjourned;addjurned;1;1;1;13;13;adjourned;adjourned;adjourned;urned;urned
adjourned;adgerned;31;1447;72;200;197;badgered;deranged;edger;erned;erned
adjourned;adjerned;3;30;2;11;113;caverned;underjawed;erned;erned;erned
adjourned;adjoined;9;15;9;26;177;adjoined;adjoined;adjoined;adjoined;adjoined
adjourned;adjorened;2;1;2;5;171;adjoined;adjourned;adjoined;serened;serened
adjourned;adjorned;1;1;1;1;13;adjourned;adjourned;adjourned;adjourned;corned
adjourned;adjouirned;1;1;1;1;1;adjourned;adjourned;adjourned;adjourned;adjourned
adjourned;adjouned;1;1;1;1;4;adjourned;adjourned;adjourned;adjourned;adjourn
adjourned;adjoured;1;1;1;3;3;adjourned;adjourned;adjourned;adjourn;adjourn
adjourned;adjourn;2432;5;3;3;3;adjourn;adjourn;adjourn;adjourn;adjourn
adjourned;adjournaled;2;1;1;6;6;journalese;adjourned;adjourned;adjourn;adjourn
adjourned;adjurden;59;1;160;771;2042;adjuring;adjourned;adjure;adjure;adjure
adjourned;adjurend;57;1;222;1444;2070;adjuring;adjourned;adjure;adjure;adjure
adjourned;adjurion;72;23;184;1327;2111;adjuring;adjourn;adjuration;adjuring;adjuring
adjourned;adjurned;1;1;1;2;17;adjourned;adjourned;adjourned;urned;urned
adjourned;adyerned;19;945;34;113;113;caverned;deanery;erned;erned;erned
adjourned;agreened;2765;9869;6016;1924;2374;shagreened;renegade;greened;greened;greened
adjourned;ajormed;3052;175;1335;3769;2051;majored;majored;formed;formed;formed
adjourned;ajorned;3306;3;21;115;115;corned;jargoned;corned;corned;corned
adjourned;ajourned;1;1;1;1;1;adjourned;adjourned;adjourned;adjourned;adjourned
adjourned;ajumede;2656;958;18556;3544;1937;mede;mudejares;mede;mede;mede
adjourned;ajurend;3062;5;20473;5535;2003;endure;adjure;endure;jure;jure
adjourned;ajurened;133;26;596;1984;2308;gangrened;uneared;enured;serened;serened
adjournment;adjurnment;1;1;1;1;1;adjournment;adjournment;adjournment;adjournment;adjournment
adjust;ajust;5;1;5;5;5;just;adjust;just;just;just
administered;admiistered;1;1;1;1;3;administered;administered;administered;administered;mistered
administration;addministration;1;1;1;1;1;administration;administration;administration;administration;administration
administration;adminstration;8291;1;2;1;1;ministration;administration;administrations;administration;administration
admire;addmire;1;5;1;1;1;admire;admired;admire;admire;admire
admissible;admissable;4;1;2;4;12;missable;admissible;missable;missable;missable
admission;addmission;1;1;1;1;1;admission;admission;admission;admission;admission
admit;admite;1;10;1;1;1;admit;adamite;admit;admit;admit
admitted;abmeteb;2654;6286;12756;4473;2532;mete;beamlet;mete;mete;mete
admitted;abmitt;2525;139;26;25;25;mitt;ambitty;mitt;mitt;mitt
admitted;addmeted;70;79;8;1648;2658;helmeted;addebted;meted;meted;meted
admitted;addmited;1;3;1;3;91;admitted;dimidiated;admitted;limited;limited
admitted;addmitid;4;15;9;18;16;adamitic;dimidiated;admit;admit;admit
admitted;addmitted;1;1;1;1;1;admitted;admitted;admitted;admitted;admitted
admitted;addmittid;2;2;3;3;3;admitting;dimidiated;admitting;admitting;admitting
admitted;admerited;32;105;3;208;2774;unmerited;readmitted;merited;merited;merited
admitted;admetid;2910;1;722;392;2095;betid;admitted;betid;betid;cimetidine
admitted;admetted;1;4;2;17;194;admitted;meditated;meted;betted;betted
admitted;admied;3603;12;5;25;25;admired;diadem;admired;admin;admin
admitted;admitd;2447;3;5;4;4;admit;admit;admit;admit;admit
admitted;admited;3350;1;1;2;6;admit;admitted;admitted;admit;admit
admitted;admitid;2381;14;7;4;4;admit;dimidiate;admit;admit;admit
admitted;admitten;1;16;1;1;1;admitted;intimated;admitted;admitted;admitted
admitted;amernt;5077;17762;54711;4950;2162;ament;marten;ornamenter;gamer;gamer
admitted;amitted;3447;1;3;3;3;emitted;admitted;emitted;emitted;emitted
admitted;atmited;3449;1;16;91;2254;emitted;admitted;imitated;limited;limited
admitted;omitted;3154;48;7;4;4;omitted;omitted;omitted;omitted;omitted
admitting;admiting;1;1;1;1;5;admitting;admitting;admitting;admitting;smiting
adopt;adobt;12;21;13;12;2057;adobe;bardot;adobe;adobe;adobe
adopted;addopted;2399;1;1;1;1;readopted;adopted;adopted;adopted;adopted
adult;addult;1;1;1;1;1;adult;adult;adult;adult;adult
advance;addvance;2422;2;1;1;1;advanced;advanced;advance;advance;advance
advanced;advansed;1;3;1;2;2;advanced;disadvance;advanced;advance;advance
advantage;addvantage;1;2;1;1;1;advantage;advantaged;advantage;advantage;advantage
advantage;advanage;1;1;1;1;19;advantage;advantage;advantage;advantage;manage
advantage;advanched;34;443;103;89;89;advanced;advanced;advanced;advance;advance
advantage;advantag;1;1;1;1;1;advantage;advantage;advantage;advantage;advantage
advantage;advatige;4;31;6;35;35;fatigate;divagate;tige;tige;tige
advantage;adventagus;16;13;9;48;243;ventages;advantageous;advent;advent;advent
advantage;advetch;3013;1963;923;688;2423;vetch;detach;vetch;vetch;vetch
advantage;advrtoged;41;986;78;709;2298;advantaged;derogated;toged;toged;toged
advantage;audvantch;1;448;5;2;1;advantage;unvacated;etchant;vant;advantage
advantage;avanged;3320;3;384;1704;2704;banged;agenda;banged;banged;stavanger
advantage;avtegen;3460;291;18779;3874;2279;avenge;ventage;telegenic;egence;egence
advantage;evendis;3911;30588;54969;8786;2820;endive;endives;endive;cavendish;cavendish
advantageous;advantageos;2;1;2;2;2;advantage;advantageous;advantage;advantage;advantage
advantageous;advantagous;1;1;1;2;5;advantageous;advantageous;advantageous;advantage;advantage
adventure;aventure;5;2;7;7;7;aventure;aventure;aventure;aventure;aventure
adventurous;adventerous;1;6;1;1;4;adventurous;adventures;adventurous;adventurous;advent
advertise;advertize;7;9;11;11;11;advertize;advertize;advertize;advertize;advertize
advertise;advitise;6;83;9;18;201;advisers;additives;advise;vitis;vitis
advertised;advotised;3;18;3;7;47;azotised;additives;advised;cotised;cotised
advertisement;advertisment;1;1;1;1;2;advertisement;advertisement;advertisement;advertisement;advertise
advertising;advertiseing;2;2;1;6;12;advertise;readvertising;advertising;advertise;advertise
advice;advise;12;58;33;34;42;advise;advise;advise;advise;advise
advisable;adviseable;1;1;1;1;10;advisable;advisable;advisable;advisable;raiseable
advisable;advisible;5;2;2;11;42;divisible;inadvisable;visible;visible;visible
advise;advice;6;22;7;7;7;advice;advice;advice;advice;advice
advised;adviced;4;7;5;22;22;advice;advice;advice;advice;advice
aeroplane;aearoplane;1;1;1;1;1;aeroplane;aeroplane;aeroplane;aeroplane;aeroplane
aeroplane;aenoenplane;5;3;7;29;29;enplaned;palaeocene;enplane;enplane;enplane
aeroplane;aeoroplane;1;1;1;1;1;aeroplane;aeroplane;aeroplane;aeroplane;aeroplane
aeroplane;aereoplane;1;1;1;1;1;aeroplane;aeroplane;aeroplane;aeroplane;aeroplane
aeroplane;aerplana;7;27;1;15;154;airplane;aquaplaner;aeroplane;planar;interplant
aeroplane;air_plane;5;99;48;31;28;airplane;airplane;airplane;airplane;plane
aeroplane;aira_plan;20;524;297;109;107;airplane;palmarian;airplane;airplane;plan
aeroplane;airaplane;16;181;73;44;41;airplane;planetaria;airplane;airplane;seaplane
aeroplane;aireplane;20;8;99;67;61;airplane;penetralia;airplane;replan;replan
aeroplane;airoplan;2;66;3;2;2;cropland;pianola;airplane;cropland;cropland
aeroplane;airoplane;1;10;2;1;1;aeroplane;personalia;airplane;aeroplane;aeroplane
aeroplane;airplan;3697;396;262;117;117;airplay;airplane;airplane;airplane;airplane
aeroplane;airplane;9;99;66;33;32;airplane;airplane;airplane;airplane;airplane
aeroplane;areapanle;2906;2;37949;6261;2605;reapparel;paraselenae;pareoean;spanless;spanless
aeroplane;areaplane;13;2;108;44;40;seaplane;paraselenae;seaplane;seaplane;seaplane
aeroplane;areoplane;1;1;5;2;1;aeroplane;aeroplane;coplanar;plane;aeroplane
aeroplane;arepain;4524;581;69843;5722;2699;repaint;airplane;repaint;repaint;repaint
aeroplane;arepalane;12;2;949;193;174;palankeen;paraselenae;nepal;prepare;palankeen
aeroplane;areplane;14;1;91;61;59;deplaned;aeroplane;replan;replan;replan
aeroplane;arinlan;3903;4155;6192;2232;2824;inland;lunarian;inland;inland;inland
aeroplane;arioplan;4;66;44;8;6;coplanarity;pianola;coplanar;copland;copland
aeroplane;aroeplane;3;1;6;40;38;deplaned;aeroplane;deplane;deplane;deplane
aeroplane;aroplane;1;1;1;1;1;aeroplane;aeroplane;aeroplane;aeroplane;aeroplane
aeroplane;aroplaned;1;5;3;3;2;aeroplane;pardonable;hydroplaned;hydroplaned;hydroplaned
aeroplane;arplane;4364;12;54;32;30;plane;airplane;warplane;warplane;warplane
aeroplane;earoplane;1;1;1;1;1;aeroplane;aeroplane;aeroplane;aeroplane;aeroplane
aeroplane;earoplanes;3;2;5;4;4;aeroplanes;aeroplanes;aeroplanes;aeroplanes;aeroplanes
aeroplane;eiroplane;1;10;1;1;1;aeroplane;inoperable;aeroplane;aeroplane;aeroplane
aeroplane;eoroplane;1;6;1;1;1;aeroplane;peroneal;aeroplane;aeroplane;aeroplane
aeroplane;ereplun;4002;294;3317;6320;2603;replum;perilune;replum;replum;replum
aeroplane;oroplane;1;52;1;1;1;aeroplane;apeldoorn;aeroplane;aeroplane;aeroplane
affair;afair;1;1;1;5;5;affair;affair;affair;fair;fair
affect;effect;3;9;6;6;6;effect;effect;effect;effect;effect
affection;afection;1;1;1;1;1;affection;affection;affection;affection;affection
affectionate;afectanant;106;135;30;668;455;disinfectant;antenatal;lantana;disinfectant;disinfectant
affectionate;afectantent;190;20;83;1510;1081;disinfectant;attendance;annectent;disinfectant;disinfectant
affectionate;afectinite;49;53;14;174;161;retinite;felicitate;affecting;retinite;retinite
affectionate;afectionate;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;afectionet;15;2;15;36;28;affectioned;tepefaction;affectioned;affectioned;affectioned
affectionate;affactionate;2;3;1;3;9;fractionate;affectation;affectionate;fractionate;fractionate
affectionate;affctonote;119;8;10;3460;2733;geotectonic;affectation;monoptote;monotone;monotonous
affectionate;affecconiate;1;1;1;7;58;affectionate;affectionate;affectionate;conia;ammoniated
affectionate;affecianate;1;2;1;1;6;affectionate;caffeinated;affectionate;affectionate;italianate
affectionate;affecient;37;17;234;98;70;affected;caffeine;afferent;affect;affect
affectionate;affecilation;16;34;5;32;224;affectation;affectional;affectation;affectation;dilation
affectionate;affecionate;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;affecitionate;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;affectanate;1;1;1;1;5;affectionate;affectionate;affectionate;affectionate;affect
affectionate;affectantly;14;18;80;55;48;expectantly;affectionately;expectantly;expectantly;expectantly
affectionate;affectened;28;302;26;42;38;affected;affectedness;affected;affected;affected
affectionate;affectimate;1;1;1;1;13;affectionate;affectionate;affectionate;affectionate;affecting
affectionate;affectinate;1;1;1;3;7;affectionate;affectionate;affectionate;affecting;affecting
affectionate;affectinutate;2;2;4;4;18;affecting;unaffectionate;affectation;affecting;affecting
affectionate;affection;5;18;7;5;5;affection;affection;affection;affection;affection
affectionate;affectionant;2;4;3;3;3;affectional;affectation;affectional;affectional;affectional
affectionate;affectionately;3081;3;3;3;3;affectionately;affectionately;affectionately;affectionately;affectionately
affectionate;affectionatte;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;affectioned;5;7;8;6;6;affectioned;affectioned;affectioned;affectioned;affectioned
affectionate;affectionet;4;1;7;5;5;affectioned;affectionate;affectioned;affectioned;affectioned
affectionate;affectionnate;1;2;1;1;2;affectionate;unaffectionate;affectionate;affectionate;affection
affectionate;affectionnet;4;2;7;5;5;affection;unaffectionate;affectioned;affection;affection
affectionate;affectionote;4;1;2;5;5;affection;affectionate;affection;affection;affection
affectionate;affectionute;4;4;2;5;5;affection;effectuation;affection;affection;affection
affectionate;affectnent;11;8;49;29;27;affected;annectent;affect;affect;affect
affectionate;affectnet;14;2;49;29;27;affected;netcafe;affect;affect;affect
affectionate;affectonate;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;affectunate;1;2;3;2;3;affectionate;unaffectionate;unaffected;unaffectionate;affect
affectionate;affectutate;5;10;10;10;35;effectuate;effectuate;effectuate;affect;affect
affectionate;afference;283;627;2556;997;949;difference;freelance;difference;difference;difference
affectionate;afficinate;78;37;98;356;1158;raffinate;fanaticise;raffinate;officinal;officinal
affectionate;affictionately;3508;8;3;3;9;affectionately;affectionately;affectionately;affectionately;affectionately
affectionate;affionate;1;7;2;2;18;affectionate;affectation;raffinate;fiona;fiona
affectionate;effecinate;11;31;17;41;293;effeminate;decaffeinate;effeminate;effeminate;uncinate
affectionate;effecionate;1;3;1;1;1;affectionate;affectioned;affectionate;affectionate;affectionate
affectionate;effection;8;11;19;11;5;affection;affectioned;affection;affection;affection
affectionate;effectionate;1;1;1;1;1;affectionate;affectionate;affectionate;affectionate;affectionate
affectionate;efficinate;223;39;651;1142;1064;officinal;efficient;officiate;officinal;officinal
affectionate;effictent;3391;6;1793;10991;3101;efficient;effecting;efficient;efficient;efficacy
affectionately;adfectonly;3087;311;36;514;506;defector;conflated;confect;defector;defector
affectionately;adviciantly;3621;3594;56714;10403;3321;radiantly;cardinality;radiantly;giantly;giantly
affectionately;afeciantly;3814;55;422;6531;3283;defiantly;alicante;giantly;giantly;giantly
affectionately;afectionaly;5348;9;3;44;44;affectional;affectional;affectional;affectional;affectional
affectionately;afectionately;6994;1;1;1;1;affectionate;affectionately;affectionately;affectionately;affectionately
affectionately;afectionly;5162;68;6;73;70;affection;inchoately;affection;affection;affection
affectionately;afectiontly;5681;3;6;69;69;affection;fractionlet;affection;affection;affection
affectionately;afectoinly;3221;68;59;512;509;infector;inchoately;affectingly;defector;defector
affectionately;afexsionly;3560;1378;24;6580;3464;fusionless;flexions;lionly;lionly;lionly
affectionately;afextenatly;3038;6;19;4525;3024;catenate;lafayette;externat;extend;extend
affectionately;affacionatly;3852;9;1;9;57;affectionate;affectional;affectionately;afficionado;effacing
affectionately;affactionately;1;1;1;1;1;affectionately;affectionately;affectionately;affectionately;affectionately
affectionately;affecantly;3065;3;104;291;165;secantly;affectingly;secantly;secantly;secantly
affectionately;affecentalaly;3126;4;162;342;256;aplacental;ineffectually;placental;cental;cental
affectionately;affecentally;3629;3;307;447;311;mentally;ineffectually;mentally;mentally;mentally
affectionately;affecesionly;4015;3;11;40;63;affection;offensively;affection;affection;feces
affectionately;affecianly;2964;14;40;104;40;patricianly;ineffaceably;ruffianly;affect;musicianly
affectionately;affecionately;5575;1;1;1;1;affectionate;affectionately;affectionately;affectionately;affectionately
affectionately;affecionatly;4777;2;1;2;2;affectionate;affectional;affectionately;affectionate;affectionate
affectionately;affecionetally;2;1;9;34;146;metallurgically;affectionately;affectation;affectioned;societally
affectionately;affeconatly;3514;2;1;2;6;affectionate;affectional;affectionately;affectionate;affect
affectionately;affectconley;3450;1;24;40;35;affection;affectionately;affection;affect;affect
affectionately;affectianetly;3781;1;12;25;21;affecting;affectionately;affectingly;affecting;affecting
affectionately;affectinalety;4071;1;21;34;23;affecting;affectionately;affectional;affecting;affecting
affectionately;affectinally;4403;9;8;42;28;actinally;ineffectually;affectingly;actinally;actinally
affectionately;affectinatly;3887;1;3;13;28;affecting;affectionately;affectingly;affecting;affecting
affectionately;affectintly;3857;2;16;27;27;affecting;affectingly;affectingly;affecting;affecting
affectionately;affectionally;5397;2;4;8;7;affectional;affectional;affectional;affectional;affectional
affectionately;affectionaly;4771;2;3;6;6;affectional;affectional;affectional;affectional;affectional
affectionately;affectionantly;1;2;2;5;5;affectionately;unaffectionately;affectional;affectional;affectional
affectionately;affectionatley;1;1;4;3;3;affectionately;affectionately;affectionate;affectionate;affectionate
affectionately;affectionatly;5253;1;1;3;3;affectionate;affectionately;affectionately;affectionate;affectionate
affectionately;affectionely;4740;1;3;5;8;affectioned;affectionately;affectioned;affectioned;affectioned
affectionately;affectionently;1;2;7;8;8;affectionately;unaffectionately;affectioned;affectioned;affectioned
affectionately;affectionetely;1;1;1;2;4;affectionately;affectionately;affectionately;affectioned;affectioned
affectionately;affectionetly;5027;1;6;8;8;affectioned;affectionately;affectioned;affectioned;affectioned
affectionately;affectionlatly;1;1;2;8;8;affectionately;affectionately;affectation;affection;affection
affectionately;affectionly;4555;4;6;9;8;affection;affectingly;affection;affection;affection
affectionately;affectionsly;5706;18;7;12;11;affections;affections;affections;affections;affections
affectionately;affectiontlly;5196;2;6;8;8;affection;tonetically;affection;affection;affection
affectionately;affectonatly;3380;1;1;3;10;affectionate;affectionately;affectionately;affectionate;affect
affectionately;affectsolutely;1;16;5;7;16;affectionately;effectually;absolutely;absolutely;absolutely
affectionately;affectually;3232;183;62;103;90;effectually;effectually;effectually;effectually;effectually
affectionately;affectuantly;3152;3;34;65;55;effectual;tentacula;effectually;effectual;effectual
affectionately;affectunatly;3104;3;4;17;47;unaffected;tentacula;unaffectedly;affect;affect
affectionately;affectunely;3158;30;11;12;50;affectively;unaffectedly;affectively;affect;affect
affectionately;affedirtly;2989;1473;292;224;212;restaffed;affrightedly;baffed;baffed;baffed
affectionately;affestionatly;5990;1;2;4;8;festination;affectionately;festination;festination;questionary
affectionately;affetchently;3380;2;701;1051;1009;affluently;fifteenthly;affluently;fetched;fetched
affectionately;afficiantly;3590;35;2823;8024;3534;officiant;affability;officiant;officiant;officiant
affectionately;afficionately;6331;2;2;3;5;afficionado;affectional;afficionado;afficionado;afficionado
affectionately;affictiratly;3353;83;21;575;3136;traffics;fractality;affirmatively;affiche;affiche
affectionately;affientially;4045;87;1581;12724;5415;sapientially;affiliate;sapientially;sapientially;sapientially
affectionately;affionetly;4221;14;40;578;3126;clarionet;olefiant;affine;lionet;lionet
affectionately;affoxintly;2783;50;1192;3396;2995;quaintly;afflation;foxing;foxing;foxing
affectionately;afictionaelly;6303;76;4;246;157;fictional;confidentially;fictional;fictional;fictional
affectionately;afshionely;4034;2240;40;376;2935;fashioned;fashionable;cushioned;cushioned;cushioned
affectionately;afuectionly;5075;137;6;269;238;flection;facetiously;affection;lection;lection
affectionately;arrectsorately;6;936;109;70;299;commensurately;accelerators;rectorate;rectorate;arrect
affectionately;efectionally;5580;16;17;80;68;sectionally;frenetically;sectionally;sectionally;sectionally
affectionately;efectionatly;5556;1;1;7;7;affectionate;affectionately;affectionately;defection;affectionate
affectionately;efectionly;4121;31;24;76;73;defection;ceylonite;defection;defection;defection
affectionately;efectiontily;5145;5;25;72;47;defection;counterfeitly;defection;defection;defection
affectionately;efectuionally;5685;53;26;166;515;sectionally;ineffectually;effectually;sectionally;nationally
affectionately;efexchonetly;2887;241;1534;7307;3071;honestly;entelechy;honestly;ochone;ochone
affectionately;effecinately;3675;11;3;5;15;effeminately;effeminately;effeminately;effeminately;effeminately
affectionately;effecitenly;3043;21;61;308;279;effecting;ineffectively;effected;fecit;fecit
affectionately;effectally;3229;64;162;259;131;effectually;effectually;effectually;rectally;rectally
affectionately;effectently;3263;7;63;307;264;effected;effetely;effected;effected;effected
affectionately;effectiantly;3829;1;49;71;62;effecting;affectionately;effectively;effecting;effecting
affectionately;effectinly;3314;20;65;68;60;effecting;efficiently;effecting;effecting;effecting
affectionately;effectionally;5111;2;5;15;15;affectional;ineffectually;affectional;affectional;affectional
affectionately;effectionately;1;1;1;1;1;affectionately;affectionately;affectionately;affectionately;affectionately
affectionately;effectionatly;5021;1;1;3;3;affectionate;affectionately;affectionately;affectionate;affectionate
affectionately;effectionly;3748;3;14;22;20;affection;efficiently;affection;affection;affection
affectionately;effectually;3222;193;180;243;188;effectually;effectually;effectually;effectually;effectually
affectionately;effextionally;3995;8;36;367;754;emotionally;exceptionally;exceptionally;nationally;nationally
affectionately;efficantily;4300;58;5538;13048;4408;scantily;affectingly;scantily;scantily;scantily
